98118.0, 4.0, 4.0, 0
98109.0, 21.0, 4.0476190476190474, 0
98103.0, 14.0, 3.111111111111111, 0
98112.0, 42.0, 4.088888888888889, 0
98102.0, 12.0, 3.0714285714285716, 0
98107.0, 59.0, 3.634920634920635, 1
98105.0, 6.0, 4.166666666666667, 0
98102.0, 17.0, 3.7222222222222223, 0
98105.0, 16.0, 3.588235294117647, 0
98108.0, 19.0, 3.0952380952380953, 0
98112.0, 3.0, 4.333333333333333, 0
98104.0, 1.0, 4.0, 0
98122.0, 2.0, 2.0, 0
98106.0, 2.0, 4.5, 0
98101.0, 1.0, 4.0, 0
98105.0, 7.0, 2.625, 0
98134.0, 1.0, 2.0, 0
98121.0, 29.0, 3.586206896551724, 0
98105.0, 11.0, 3.9166666666666665, 0
98122.0, 1.0, 4.0, 0
98107.0, 37.0, 4.324324324324325, 0
98199.0, 4.0, 4.5, 0
98146.0, 4.0, 3.0, 0
98104.0, 3.0, 3.0, 0
98103.0, 3.0, 3.6666666666666665, 0
98115.0, 17.0, 3.611111111111111, 0
98112.0, 1.0, 2.0, 0
98104.0, 6.0, 3.0, 0
98125.0, 3.0, 5.0, 0
98101.0, 3.0, 2.6666666666666665, 0
98104.0, 37.0, 4.108108108108108, 2
98107.0, 2.0, 4.5, 0
98115.0, 9.0, 2.6666666666666665, -1
98109.0, 19.0, 2.45, -1
98105.0, 11.0, 4.0, 0
98115.0, 18.0, 3.0434782608695654, 0
98199.0, 8.0, 4.2, 0
98104.0, 11.0, 3.1538461538461537, 0
98101.0, 8.0, 4.0, 0
98119.0, 5.0, 4.6, 0
98104.0, 18.0, 4.0, 0
98105.0, 2.0, 5.0, 0
98104.0, 14.0, 3.5, 0
98103.0, 20.0, 2.6666666666666665, 0
98107.0, 8.0, 3.875, 1
98105.0, 32.0, 4.454545454545454, 0
98104.0, 10.0, 3.8, 0
98103.0, 23.0, 3.7916666666666665, 0
98106.0, 10.0, 4.7, 0
98144.0, 2.0, 4.0, 0
98122.0, 14.0, 4.214285714285714, 0
98126.0, 2.0, 4.5, 0
98116.0, 3.0, 3.3333333333333335, 0
98102.0, 3.0, 2.0, 0
98117.0, 18.0, 4.166666666666667, 0
98104.0, 5.0, 4.2, 1
98103.0, 3.0, 3.3333333333333335, 1
98122.0, 5.0, 3.6, 0
98109.0, 2.0, 3.5, 0
98144.0, 13.0, 3.533333333333333, 0
98101.0, 2.0, 2.5, 0
98109.0, 2.0, 3.0, 0
98102.0, 13.0, 3.6923076923076925, 0
98118.0, 2.0, 3.0, 0
98103.0, 22.0, 4.636363636363637, 0
98122.0, 29.0, 2.193548387096774, 0
98112.0, 2.0, 3.5, 0
98115.0, 4.0, 4.25, 0
98104.0, 23.0, 3.4166666666666665, 0
98104.0, 30.0, 4.064516129032258, 0
98107.0, 15.0, 3.4375, 0
98105.0, 12.0, 3.0714285714285716, 0
98121.0, 6.0, 4.666666666666667, 0
98101.0, 2.0, 3.5, 0
98101.0, 2.0, 4.0, 0
98117.0, 2.0, 4.0, 0
98104.0, 4.0, 5.0, 0
98122.0, 3.0, 3.0, 0
98104.0, 15.0, 4.0, -1
